location,currency,month,exchange_rate_to_INR,accommodation_type,travel_purpose,traveler_type,tags,average_days,hotel_cost_on_season_INR,hotel_cost_off_season_INR,hotel_cost_on_season_local,hotel_cost_off_season_local,transport_options,transport_cost_on_season_INR,transport_cost_off_season_INR,transport_cost_on_season_local,transport_cost_off_season_local,extra_expenses_INR,extra_expenses_local,total_budget_on_season_INR,total_budget_off_season_INR
Tokyo,JPY,October,0.55,Hostel,Adventure,Family Traveler,"cultural, romantic, adventure",9,14924.0,13431.6,27134.55,24421.09,Flight,6587.0,5928.3,11976.36,10778.73,7317.4,13304.36,28828.4,26677.3
Istanbul,EUR,June,90.0,Hostel,Adventure,Backpacker,cultural,3,23583.6,17687.7,262.04,196.53,Car Rental,8104.8,6078.6,90.05,67.54,5058.58,56.21,36746.98,28824.88
Paris,EUR,July,90.0,Airbnb,Pilgrimage,Family Traveler,"romantic, family",8,3194.0,2874.6,35.49,31.94,Flight,3608.0,3247.2,40.09,36.08,7278.88,80.88,14080.88,13400.68
Jaipur,INR,March,1.0,Airbnb,Pilgrimage,Backpacker,"cultural, family",4,12498.0,11248.2,12498.0,11248.2,Train,6128.0,5515.2,6128.0,5515.2,1218.06,1218.06,19844.06,17981.46
Manali,INR,March,1.0,Hostel,Leisure,Luxury Traveler,"cultural, adventure",8,11409.0,10268.1,11409.0,10268.1,Train,2621.0,2358.9,2621.0,2358.9,1275.5,1275.5,15305.5,13902.5
Manali,INR,April,1.0,Resort,Leisure,Business Traveler,romantic,10,16447.0,14802.3,16447.0,14802.3,Car Rental,5804.0,5223.6,5804.0,5223.6,1837.39,1837.39,24088.39,21863.29
Singapore,SGD,January,62.0,Resort,Adventure,Family Traveler,family,3,6883.3,7288.2,111.02,117.55,Flight,10994.75,11641.5,177.33,187.77,6707.65,108.19,24585.7,25637.35
Rome,EUR,October,90.0,Hostel,Business,Luxury Traveler,"romantic, family, adventure",14,8261.0,7434.9,91.79,82.61,Car Rental,3595.0,3235.5,39.94,35.95,1058.51,11.76,12914.51,11728.91
Rishikesh,INR,July,1.0,Resort,Business,Budget Traveler,"cultural, family",10,4341.0,3906.9,4341.0,3906.9,Flight,9952.0,8956.8,9952.0,8956.8,3241.22,3241.22,17534.22,16104.92
Jaipur,INR,September,1.0,Resort,Leisure,Luxury Traveler,"romantic, solo, adventure",14,7844.65,8306.1,7844.65,8306.1,Train,5693.3,6028.2,5693.3,6028.2,7838.23,7838.23,21376.18,22172.53
Goa,INR,July,1.0,Resort,Pilgrimage,Family Traveler,romantic,15,8351.0,7515.9,8351.0,7515.9,Train,10699.0,9629.1,10699.0,9629.1,1707.94,1707.94,20757.94,18852.94
Istanbul,EUR,January,90.0,Airbnb,Business,Budget Traveler,solo,3,6388.6,6764.4,70.98,75.16,Flight,8198.25,8680.5,91.09,96.45,1422.65,15.81,16009.5,16867.55
Singapore,SGD,December,62.0,Hostel,Leisure,Family Traveler,romantic,15,8824.8,6618.6,142.34,106.75,Bus,10214.4,7660.8,164.75,123.56,4173.17,67.31,23212.37,18452.57
Paris,EUR,September,90.0,Resort,Business,Business Traveler,adventure,15,16804.5,17793.0,186.72,197.7,Bus,11491.15,12167.1,127.68,135.19,3799.69,42.22,32095.34,33759.79
New York,USD,August,83.0,Airbnb,Leisure,Budget Traveler,"solo, cultural",8,9471.0,8523.9,114.11,102.7,Car Rental,9975.0,8977.5,120.18,108.16,2800.05,33.74,22246.05,20301.45
Cape Town,ZAR,September,4.5,Hostel,Adventure,Budget Traveler,solo,14,8083.5,8559.0,1796.33,1902.0,Car Rental,1614.15,1709.1,358.7,379.8,3015.73,670.16,12713.38,13283.83
Istanbul,EUR,January,90.0,Hotel,Business,Family Traveler,"adventure, cultural",13,10455.85,11070.9,116.18,123.01,Car Rental,5309.1,5621.4,58.99,62.46,1495.01,16.61,17259.96,18187.31
Kerala,INR,June,1.0,Airbnb,Adventure,Business Traveler,"adventure, cultural, solo",14,12373.2,9279.9,12373.2,9279.9,Car Rental,6744.0,5058.0,6744.0,5058.0,4563.34,4563.34,23680.54,18901.24
London,GBP,September,105.0,Hotel,Business,Family Traveler,"romantic, solo",8,13838.85,14652.9,131.8,139.55,Bus,6975.95,7386.3,66.44,70.35,1863.55,17.75,22678.35,23902.75
Cape Town,ZAR,February,4.5,Airbnb,Leisure,Luxury Traveler,solo,11,6669.95,7062.3,1482.21,1569.4,Flight,4972.5,5265.0,1105.0,1170.0,3112.3,691.62,14754.75,15439.6
Manali,INR,October,1.0,Airbnb,Leisure,Backpacker,"solo, adventure, family",5,13308.0,11977.2,13308.0,11977.2,Train,9128.0,8215.2,9128.0,8215.2,5577.69,5577.69,28013.69,25770.09
New York,USD,September,83.0,Resort,Leisure,Backpacker,family,5,6262.8,6631.2,75.46,79.89,Flight,7604.95,8052.3,91.63,97.02,6131.71,73.88,19999.46,20815.21
Kerala,INR,July,1.0,Hostel,Pilgrimage,Business Traveler,"romantic, family, cultural",10,6814.0,6132.6,6814.0,6132.6,Flight,2743.0,2468.7,2743.0,2468.7,5160.15,5160.15,14717.15,13761.45
London,GBP,June,105.0,Hotel,Leisure,Luxury Traveler,"romantic, cultural, family",3,16950.0,12712.5,161.43,121.07,Train,9524.4,7143.3,90.71,68.03,1893.23,18.03,28367.63,21749.03
Sydney,AUD,October,55.0,Hotel,Business,Backpacker,"solo, adventure",13,10993.0,9893.7,199.87,179.89,Car Rental,12390.0,11151.0,225.27,202.75,6255.1,113.73,29638.1,27299.8
Goa,INR,November,1.0,Airbnb,Pilgrimage,Budget Traveler,cultural,9,7988.0,7189.2,7988.0,7189.2,Car Rental,2907.0,2616.3,2907.0,2616.3,4092.06,4092.06,14987.06,13897.56
Bangkok,THB,October,2.4,Hotel,Leisure,Budget Traveler,"solo, romantic, cultural",10,18701.0,16830.9,7792.08,7012.88,Car Rental,6063.0,5456.7,2526.25,2273.62,3792.23,1580.1,28556.23,26079.83
Goa,INR,December,1.0,Hostel,Pilgrimage,Family Traveler,"family, romantic",9,18862.8,14147.1,18862.8,14147.1,Bus,13392.0,10044.0,13392.0,10044.0,7102.23,7102.23,39357.03,31293.33
Kerala,INR,December,1.0,Hotel,Pilgrimage,Luxury Traveler,"adventure, cultural",14,6049.2,4536.9,6049.2,4536.9,Bus,17388.0,13041.0,17388.0,13041.0,1081.33,1081.33,24518.53,18659.23
Leh,INR,November,1.0,Hostel,Business,Family Traveler,family,6,3647.0,3282.3,3647.0,3282.3,Car Rental,14558.0,13102.2,14558.0,13102.2,2469.54,2469.54,20674.54,18854.04
Sydney,AUD,February,55.0,Hotel,Adventure,Budget Traveler,cultural,5,15366.3,16270.2,279.39,295.82,Bus,6751.55,7148.7,122.76,129.98,3266.22,59.39,25384.07,26685.12
Manali,INR,October,1.0,Hotel,Adventure,Backpacker,"family, adventure, solo",15,9011.0,8109.9,9011.0,8109.9,Bus,1860.0,1674.0,1860.0,1674.0,4789.62,4789.62,15660.62,14573.52
Singapore,SGD,April,62.0,Airbnb,Business,Budget Traveler,"family, romantic",10,11576.0,10418.4,186.71,168.04,Car Rental,8016.0,7214.4,129.29,116.36,2573.29,41.5,22165.29,20206.09
London,GBP,January,105.0,Resort,Pilgrimage,Budget Traveler,romantic,13,15474.25,16384.5,147.37,156.04,Car Rental,3041.3,3220.2,28.96,30.67,4581.84,43.64,23097.39,24186.54
Jaipur,INR,December,1.0,Resort,Adventure,Backpacker,adventure,8,13634.4,10225.8,13634.4,10225.8,Flight,9486.0,7114.5,9486.0,7114.5,5833.73,5833.73,28954.13,23174.03
London,GBP,April,105.0,Hostel,Leisure,Budget Traveler,cultural,6,7570.0,6813.0,72.1,64.89,Car Rental,13327.0,11994.3,126.92,114.23,1009.23,9.61,21906.23,19816.53
Bangkok,THB,August,2.4,Airbnb,Business,Family Traveler,"solo, cultural, romantic",14,12178.0,10960.2,5074.17,4566.75,Car Rental,6242.0,5617.8,2600.83,2340.75,2695.23,1123.01,21115.23,19273.23
Cape Town,ZAR,December,4.5,Resort,Leisure,Luxury Traveler,cultural,3,9278.4,6958.8,2061.87,1546.4,Flight,2077.2,1557.9,461.6,346.2,2054.63,456.58,13410.23,10571.33
Barcelona,EUR,May,90.0,Resort,Business,Family Traveler,"family, cultural, romantic",15,23276.4,17457.3,258.63,193.97,Train,11942.4,8956.8,132.69,99.52,6348.63,70.54,41567.43,32762.73
Goa,INR,March,1.0,Hostel,Pilgrimage,Business Traveler,"romantic, solo",6,13740.0,12366.0,13740.0,12366.0,Car Rental,4942.0,4447.8,4942.0,4447.8,3801.32,3801.32,22483.32,20615.12
Bangkok,THB,November,2.4,Airbnb,Adventure,Family Traveler,"solo, cultural, adventure",7,15641.0,14076.9,6517.08,5865.38,Car Rental,2181.0,1962.9,908.75,817.88,4616.01,1923.34,22438.01,20655.81
Kerala,INR,October,1.0,Hotel,Adventure,Budget Traveler,"adventure, romantic, cultural",11,13047.0,11742.3,13047.0,11742.3,Flight,7525.0,6772.5,7525.0,6772.5,2644.83,2644.83,23216.83,21159.63
Barcelona,EUR,November,90.0,Airbnb,Pilgrimage,Budget Traveler,"family, romantic, solo",15,4561.0,4104.9,50.68,45.61,Train,5730.0,5157.0,63.67,57.3,5615.93,62.4,15906.93,14877.83
Kerala,INR,April,1.0,Resort,Business,Family Traveler,adventure,12,10263.0,9236.7,10263.0,9236.7,Bus,6399.0,5759.1,6399.0,5759.1,2751.34,2751.34,19413.34,17747.14
Dubai,AED,October,22.5,Hostel,Pilgrimage,Luxury Traveler,"adventure, family, solo",8,10583.0,9524.7,470.36,423.32,Train,8666.0,7799.4,385.16,346.64,3484.64,154.87,22733.64,20808.74
Singapore,SGD,January,62.0,Hotel,Pilgrimage,Family Traveler,solo,4,5702.65,6038.1,91.98,97.39,Flight,1430.55,1514.7,23.07,24.43,3400.25,54.84,10533.45,10953.05
Tokyo,JPY,July,0.55,Hotel,Leisure,Family Traveler,family,4,9371.0,8433.9,17038.18,15334.36,Flight,3547.0,3192.3,6449.09,5804.18,2630.5,4782.73,15548.5,14256.7
Singapore,SGD,October,62.0,Hostel,Leisure,Backpacker,"cultural, solo, romantic",4,6855.0,6169.5,110.56,99.51,Flight,11107.0,9996.3,179.15,161.23,3316.87,53.5,21278.87,19482.67
Manali,INR,November,1.0,Hotel,Leisure,Backpacker,solo,6,2939.0,2645.1,2939.0,2645.1,Train,11050.0,9945.0,11050.0,9945.0,1631.15,1631.15,15620.15,14221.25
New York,USD,August,83.0,Hostel,Adventure,Luxury Traveler,"solo, romantic, cultural",14,7551.0,6795.9,90.98,81.88,Train,14200.0,12780.0,171.08,153.98,4337.78,52.26,26088.78,23913.68
Goa,INR,June,1.0,Hotel,Adventure,Family Traveler,"romantic, cultural",7,11905.2,8928.9,11905.2,8928.9,Train,2410.8,1808.1,2410.8,1808.1,2748.83,2748.83,17064.83,13485.83
London,GBP,December,105.0,Airbnb,Pilgrimage,Budget Traveler,adventure,4,19519.2,14639.4,185.9,139.42,Flight,2452.8,1839.6,23.36,17.52,3241.36,30.87,25213.36,19720.36
Manali,INR,January,1.0,Resort,Adventure,Business Traveler,"adventure, romantic, cultural",8,9939.05,10523.7,9939.05,10523.7,Bus,10129.45,10725.3,10129.45,10725.3,7333.27,7333.27,27401.77,28582.27
London,GBP,August,105.0,Hostel,Leisure,Backpacker,"romantic, cultural, family",12,14578.0,13120.2,138.84,124.95,Car Rental,3402.0,3061.8,32.4,29.16,1358.87,12.94,19338.87,17540.87
New York,USD,September,83.0,Resort,Business,Luxury Traveler,"solo, romantic",14,16112.6,17060.4,194.13,205.55,Flight,2281.4,2415.6,27.49,29.1,6906.75,83.21,25300.75,26382.75
Kerala,INR,March,1.0,Hotel,Pilgrimage,Business Traveler,"adventure, solo, cultural",10,15865.0,14278.5,15865.0,14278.5,Flight,10614.0,9552.6,10614.0,9552.6,3324.92,3324.92,29803.92,27156.02
Sydney,AUD,June,55.0,Resort,Pilgrimage,Budget Traveler,"solo, romantic, cultural",15,5415.6,4061.7,98.47,73.85,Train,13126.8,9845.1,238.67,179.0,2638.35,47.97,21180.75,16545.15
Jaipur,INR,August,1.0,Hotel,Adventure,Business Traveler,"family, cultural",7,16277.0,14649.3,16277.0,14649.3,Train,10979.0,9881.1,10979.0,9881.1,2466.09,2466.09,29722.09,26996.49
Leh,INR,July,1.0,Airbnb,Business,Family Traveler,"adventure, family",7,2263.0,2036.7,2263.0,2036.7,Car Rental,4545.0,4090.5,4545.0,4090.5,7426.4,7426.4,14234.4,13553.6
Tokyo,JPY,December,0.55,Airbnb,Pilgrimage,Budget Traveler,"cultural, family",5,18871.2,14153.4,34311.27,25733.45,Flight,4605.6,3454.2,8373.82,6280.36,3079.07,5598.31,26555.87,20686.67
Bangkok,THB,April,2.4,Hostel,Business,Backpacker,cultural,15,8968.0,8071.2,3736.67,3363.0,Bus,3742.0,3367.8,1559.17,1403.25,5928.93,2470.39,18638.93,17367.93
London,GBP,June,105.0,Resort,Business,Business Traveler,"solo, cultural",6,3555.6,2666.7,33.86,25.4,Train,5929.2,4446.9,56.47,42.35,2836.12,27.01,12320.92,9949.72
Goa,INR,October,1.0,Hotel,Business,Business Traveler,"cultural, solo, adventure",10,7414.0,6672.6,7414.0,6672.6,Car Rental,8903.0,8012.7,8903.0,8012.7,1336.94,1336.94,17653.94,16022.24
Rishikesh,INR,May,1.0,Resort,Pilgrimage,Business Traveler,cultural,12,7646.4,5734.8,7646.4,5734.8,Car Rental,13173.6,9880.2,13173.6,9880.2,5955.82,5955.82,26775.82,21570.82
London,GBP,October,105.0,Hostel,Business,Luxury Traveler,"romantic, solo, adventure",6,7814.0,7032.6,74.42,66.98,Car Rental,14385.0,12946.5,137.0,123.3,6511.62,62.02,28710.62,26490.72
London,GBP,February,105.0,Hotel,Adventure,Budget Traveler,"solo, cultural",7,14062.4,14889.6,133.93,141.81,Car Rental,12427.0,13158.0,118.35,125.31,6366.03,60.63,32855.43,34413.63
Kerala,INR,December,1.0,Resort,Leisure,Family Traveler,cultural,7,20870.4,15652.8,20870.4,15652.8,Bus,16152.0,12114.0,16152.0,12114.0,7602.43,7602.43,44624.83,35369.23
Barcelona,EUR,May,90.0,Airbnb,Pilgrimage,Backpacker,"family, solo, romantic",3,9296.4,6972.3,103.29,77.47,Train,10626.0,7969.5,118.07,88.55,2767.72,30.75,22690.12,17709.52
Manali,INR,November,1.0,Airbnb,Leisure,Family Traveler,"romantic, adventure, cultural",4,6793.0,6113.7,6793.0,6113.7,Flight,3196.0,2876.4,3196.0,2876.4,5779.78,5779.78,15768.78,14769.88
Kerala,INR,July,1.0,Hotel,Pilgrimage,Backpacker,"family, cultural",10,16830.0,15147.0,16830.0,15147.0,Train,10688.0,9619.2,10688.0,9619.2,1063.26,1063.26,28581.26,25829.46
Istanbul,EUR,September,90.0,Resort,Adventure,Family Traveler,"cultural, adventure, solo",4,9100.95,9636.3,101.12,107.07,Bus,12268.05,12989.7,136.31,144.33,1542.49,17.14,22911.49,24168.49
Singapore,SGD,February,62.0,Airbnb,Pilgrimage,Family Traveler,"family, romantic",5,7843.8,8305.2,126.51,133.95,Car Rental,6685.25,7078.5,107.83,114.17,4074.74,65.72,18603.79,19458.44
Leh,INR,February,1.0,Airbnb,Leisure,Luxury Traveler,adventure,4,16278.35,17235.9,16278.35,17235.9,Flight,3113.55,3296.7,3113.55,3296.7,6721.49,6721.49,26113.39,27254.09
Leh,INR,July,1.0,Hotel,Pilgrimage,Backpacker,"romantic, solo, family",6,2359.0,2123.1,2359.0,2123.1,Bus,3907.0,3516.3,3907.0,3516.3,3361.1,3361.1,9627.1,9000.5
Goa,INR,October,1.0,Resort,Leisure,Backpacker,"family, cultural, romantic",8,6894.0,6204.6,6894.0,6204.6,Car Rental,13668.0,12301.2,13668.0,12301.2,3876.67,3876.67,24438.67,22382.47
London,GBP,June,105.0,Airbnb,Leisure,Budget Traveler,"cultural, family, solo",9,21748.8,16311.6,207.13,155.35,Flight,11966.4,8974.8,113.97,85.47,2596.67,24.73,36311.87,27883.07
Kerala,INR,December,1.0,Airbnb,Leisure,Family Traveler,"cultural, solo, romantic",9,18566.4,13924.8,18566.4,13924.8,Bus,12198.0,9148.5,12198.0,9148.5,4852.03,4852.03,35616.43,27925.33
Barcelona,EUR,September,90.0,Resort,Business,Family Traveler,family,3,3122.9,3306.6,34.7,36.74,Car Rental,12645.45,13389.3,140.5,148.77,3342.35,37.14,19110.7,20038.25
Sydney,AUD,July,55.0,Airbnb,Leisure,Luxury Traveler,solo,15,16274.0,14646.6,295.89,266.3,Car Rental,5589.0,5030.1,101.62,91.46,7593.05,138.06,29456.05,27269.75
London,GBP,February,105.0,Airbnb,Business,Backpacker,"family, cultural",9,9566.75,10129.5,91.11,96.47,Bus,10924.2,11566.8,104.04,110.16,1796.93,17.11,22287.88,23493.23
Tokyo,JPY,July,0.55,Hostel,Business,Backpacker,"romantic, solo, family",15,16420.0,14778.0,29854.55,26869.09,Car Rental,13627.0,12264.3,24776.36,22298.73,1558.57,2833.76,31605.57,28600.87
Istanbul,EUR,February,90.0,Hotel,Pilgrimage,Family Traveler,solo,12,5218.15,5525.1,57.98,61.39,Bus,5837.8,6181.2,64.86,68.68,4438.05,49.31,15494.0,16144.35
Tokyo,JPY,September,0.55,Hotel,Pilgrimage,Luxury Traveler,"adventure, cultural",4,11128.2,11782.8,20233.09,21423.27,Flight,4577.25,4846.5,8322.27,8811.82,7309.25,13289.55,23014.7,23938.55
Cape Town,ZAR,September,4.5,Hotel,Pilgrimage,Luxury Traveler,solo,8,4463.35,4725.9,991.86,1050.2,Train,4498.2,4762.8,999.6,1058.4,7779.22,1728.72,16740.77,17267.92
Tokyo,JPY,February,0.55,Hotel,Leisure,Business Traveler,"adventure, cultural",12,11369.6,12038.4,20672.0,21888.0,Train,1875.95,1986.3,3410.82,3611.45,4570.55,8310.09,17816.1,18595.25
Jaipur,INR,April,1.0,Resort,Adventure,Family Traveler,"family, adventure, romantic",7,12794.0,11514.6,12794.0,11514.6,Flight,9830.0,8847.0,9830.0,8847.0,2579.32,2579.32,25203.32,22940.92
Rishikesh,INR,June,1.0,Hostel,Pilgrimage,Budget Traveler,adventure,10,12446.4,9334.8,12446.4,9334.8,Train,9163.2,6872.4,9163.2,6872.4,4920.73,4920.73,26530.33,21127.93
Barcelona,EUR,August,90.0,Hostel,Pilgrimage,Backpacker,"solo, family",12,7591.0,6831.9,84.34,75.91,Flight,8827.0,7944.3,98.08,88.27,6221.28,69.13,22639.28,20997.48
Tokyo,JPY,December,0.55,Hotel,Leisure,Business Traveler,"family, adventure, romantic",15,19276.8,14457.6,35048.73,26286.55,Bus,4815.6,3611.7,8755.64,6566.73,3006.49,5466.35,27098.89,21075.79
Istanbul,EUR,April,90.0,Resort,Adventure,Budget Traveler,"adventure, romantic",14,4191.0,3771.9,46.57,41.91,Train,6578.0,5920.2,73.09,65.78,2963.9,32.93,13732.9,12656.0
Rishikesh,INR,May,1.0,Hotel,Leisure,Luxury Traveler,adventure,13,18267.6,13700.7,18267.6,13700.7,Train,17634.0,13225.5,17634.0,13225.5,6028.95,6028.95,41930.55,32955.15
Cape Town,ZAR,January,4.5,Hostel,Business,Backpacker,solo,9,14121.9,14952.6,3138.2,3322.8,Train,4294.2,4546.8,954.27,1010.4,7777.0,1728.22,26193.1,27276.4
Rome,EUR,May,90.0,Hotel,Pilgrimage,Budget Traveler,"cultural, family",13,12811.2,9608.4,142.35,106.76,Flight,13701.6,10276.2,152.24,114.18,4726.32,52.51,31239.12,24610.92
Manali,INR,November,1.0,Resort,Leisure,Business Traveler,romantic,6,4195.0,3775.5,4195.0,3775.5,Bus,5920.0,5328.0,5920.0,5328.0,8523.25,8523.25,18638.25,17626.75
Goa,INR,November,1.0,Hostel,Business,Luxury Traveler,"solo, cultural, adventure",9,5304.0,4773.6,5304.0,4773.6,Flight,3679.0,3311.1,3679.0,3311.1,2153.13,2153.13,11136.13,10237.83
Sydney,AUD,September,55.0,Resort,Adventure,Family Traveler,"adventure, solo",8,5314.2,5626.8,96.62,102.31,Bus,1789.25,1894.5,32.53,34.45,1276.61,23.21,8380.06,8797.91
Singapore,SGD,March,62.0,Hotel,Business,Business Traveler,"family, solo, romantic",5,15641.0,14076.9,252.27,227.05,Car Rental,2686.0,2417.4,43.32,38.99,2568.76,41.43,20895.76,19063.06
Jaipur,INR,August,1.0,Resort,Adventure,Budget Traveler,romantic,3,9869.0,8882.1,9869.0,8882.1,Train,13296.0,11966.4,13296.0,11966.4,1061.46,1061.46,24226.46,21909.96
London,GBP,September,105.0,Hotel,Pilgrimage,Luxury Traveler,"solo, romantic, cultural",9,9389.95,9942.3,89.43,94.69,Train,5273.4,5583.6,50.22,53.18,2765.94,26.34,17429.29,18291.84
Cape Town,ZAR,January,4.5,Hotel,Pilgrimage,Business Traveler,"cultural, romantic",3,7903.3,8368.2,1756.29,1859.6,Flight,4728.55,5006.7,1050.79,1112.6,7982.64,1773.92,20614.49,21357.54
Rishikesh,INR,December,1.0,Hotel,Adventure,Backpacker,adventure,14,11811.6,8858.7,11811.6,8858.7,Flight,5838.0,4378.5,5838.0,4378.5,7939.7,7939.7,25589.3,21176.9
Paris,EUR,February,90.0,Airbnb,Adventure,Family Traveler,"solo, family, adventure",5,6565.4,6951.6,72.95,77.24,Train,12268.9,12990.6,136.32,144.34,6153.18,68.37,24987.48,26095.38
Cape Town,ZAR,March,4.5,Resort,Adventure,Family Traveler,"family, adventure",7,16070.0,14463.0,3571.11,3214.0,Flight,3955.0,3559.5,878.89,791.0,3400.93,755.76,23425.93,21423.43
Singapore,SGD,June,62.0,Resort,Business,Budget Traveler,"solo, family, adventure",3,7255.2,5441.4,117.02,87.76,Car Rental,3024.0,2268.0,48.77,36.58,7790.74,125.66,18069.94,15500.14
Kerala,INR,June,1.0,Hostel,Adventure,Family Traveler,romantic,12,9615.6,7211.7,9615.6,7211.7,Car Rental,7279.2,5459.4,7279.2,5459.4,1278.43,1278.43,18173.23,13949.53
Singapore,SGD,February,62.0,Hostel,Pilgrimage,Business Traveler,"cultural, adventure, family",6,14263.0,15102.0,230.05,243.58,Car Rental,2414.0,2556.0,38.94,41.23,6490.37,104.68,23167.37,24148.37
Goa,INR,May,1.0,Hostel,Pilgrimage,Backpacker,"adventure, solo, romantic",9,5523.6,4142.7,5523.6,4142.7,Bus,5397.6,4048.2,5397.6,4048.2,3386.22,3386.22,14307.42,11577.12
Rishikesh,INR,June,1.0,Hostel,Leisure,Budget Traveler,"family, romantic, solo",10,18621.6,13966.2,18621.6,13966.2,Train,14779.2,11084.4,14779.2,11084.4,3176.34,3176.34,36577.14,28226.94
Singapore,SGD,March,62.0,Resort,Business,Backpacker,"family, romantic, cultural",13,15947.0,14352.3,257.21,231.49,Car Rental,13416.0,12074.4,216.39,194.75,2515.0,40.56,31878.0,28941.7
London,GBP,November,105.0,Hotel,Adventure,Backpacker,"family, adventure, cultural",7,14615.0,13153.5,139.19,125.27,Car Rental,4154.0,3738.6,39.56,35.61,2524.26,24.04,21293.26,19416.36
Rome,EUR,December,90.0,Hostel,Leisure,Business Traveler,cultural,8,15682.8,11762.1,174.25,130.69,Bus,6094.8,4571.1,67.72,50.79,2356.52,26.18,24134.12,18689.72
Rome,EUR,October,90.0,Airbnb,Adventure,Family Traveler,"cultural, romantic, adventure",8,8272.0,7444.8,91.91,82.72,Flight,14560.0,13104.0,161.78,145.6,3824.89,42.5,26656.89,24373.69
Rishikesh,INR,November,1.0,Hotel,Business,Budget Traveler,"adventure, solo",6,3344.0,3009.6,3344.0,3009.6,Bus,7985.0,7186.5,7985.0,7186.5,6535.15,6535.15,17864.15,16731.25
Sydney,AUD,June,55.0,Hotel,Business,Business Traveler,family,12,14775.6,11081.7,268.65,201.49,Car Rental,17709.6,13282.2,321.99,241.49,5475.46,99.55,37960.66,29839.36
Sydney,AUD,March,55.0,Resort,Adventure,Budget Traveler,"family, romantic, cultural",11,8962.0,8065.8,162.95,146.65,Flight,1980.0,1782.0,36.0,32.4,7456.09,135.57,18398.09,17303.89
Rishikesh,INR,February,1.0,Resort,Adventure,Business Traveler,"adventure, cultural",15,6380.1,6755.4,6380.1,6755.4,Flight,4516.05,4781.7,4516.05,4781.7,7472.38,7472.38,18368.53,19009.48
Dubai,AED,September,22.5,Airbnb,Leisure,Backpacker,"family, romantic, cultural",15,8670.85,9180.9,385.37,408.04,Car Rental,5930.45,6279.3,263.58,279.08,2815.27,125.12,17416.57,18275.47
Dubai,AED,December,22.5,Airbnb,Business,Backpacker,"solo, family",12,13346.4,10009.8,593.17,444.88,Bus,3988.8,2991.6,177.28,132.96,3945.15,175.34,21280.35,16946.55
Manali,INR,May,1.0,Resort,Pilgrimage,Backpacker,"adventure, romantic",6,16453.2,12339.9,16453.2,12339.9,Train,14518.8,10889.1,14518.8,10889.1,3074.77,3074.77,34046.77,26303.77
Rishikesh,INR,June,1.0,Airbnb,Leisure,Backpacker,"adventure, family, romantic",15,18627.6,13970.7,18627.6,13970.7,Car Rental,5152.8,3864.6,5152.8,3864.6,4134.01,4134.01,27914.41,21969.31
Cape Town,ZAR,February,4.5,Airbnb,Adventure,Family Traveler,"solo, cultural, family",10,1815.6,1922.4,403.47,427.2,Train,9104.35,9639.9,2023.19,2142.2,3870.2,860.04,14790.15,15432.5
Kerala,INR,October,1.0,Hotel,Pilgrimage,Backpacker,family,13,14941.0,13446.9,14941.0,13446.9,Car Rental,2546.0,2291.4,2546.0,2291.4,4577.98,4577.98,22064.98,20316.28
Bangkok,THB,September,2.4,Airbnb,Adventure,Family Traveler,"adventure, cultural, romantic",7,5393.25,5710.5,2247.19,2379.38,Bus,4757.45,5037.3,1982.27,2098.88,7144.29,2976.79,17294.99,17892.09
Sydney,AUD,June,55.0,Airbnb,Adventure,Budget Traveler,"romantic, adventure",13,4648.8,3486.6,84.52,63.39,Bus,9636.0,7227.0,175.2,131.4,4814.87,87.54,19099.67,15528.47
Leh,INR,May,1.0,Hotel,Business,Budget Traveler,adventure,12,23925.6,17944.2,23925.6,17944.2,Bus,14532.0,10899.0,14532.0,10899.0,4019.55,4019.55,42477.15,32862.75
New York,USD,April,83.0,Resort,Leisure,Luxury Traveler,"cultural, solo, adventure",10,9605.0,8644.5,115.72,104.15,Flight,8110.0,7299.0,97.71,87.94,4451.26,53.63,22166.26,20394.76
Cape Town,ZAR,May,4.5,Hostel,Pilgrimage,Backpacker,"romantic, family",4,22507.2,16880.4,5001.6,3751.2,Bus,4454.4,3340.8,989.87,742.4,3473.95,771.99,30435.55,23695.15
